avg_reliability,min_reliability,on_time_rate,farm_count,quantity_buffer,avg_distance_km,max_distance_km,harvest_buffer_days,price_headroom,prior_buyer_share,fulfilled
0.9021,0.8273,0.7785,5,0.3567,232.6,323.3,3.4,0.1047,0.4941,1
0.8067,0.7174,0.822,2,0.0296,215.6,311.1,2.41,0.1443,0.155,0
0.9319,0.9319,1.0,1,0.1058,241.6,241.6,5.33,0.2713,0.0126,1
0.9222,0.8908,1.0,5,0.0799,31.2,113.1,7.57,0.0911,0.8915,1
0.4926,0.4926,0.5377,1,0.052,81.9,81.9,5.47,0.431,0.6729,0
0.9172,0.8973,0.8853,2,0.0508,266.2,362.4,1.88,0.2285,0.8444,1
0.841,0.7667,0.8413,3,0.5648,306.8,314.3,6.24,0.2056,0.72,1
0.8401,0.8179,0.8025,2,0.0342,133.3,268.8,4.2,-0.0433,0.341,1
0.8528,0.7617,0.9378,4,0.1535,261.1,427.5,2.93,0.1535,0.9352,1
0.8275,0.6176,0.853,4,0.5139,120.9,293.8,2.29,0.2583,0.2141,0
0.9466,0.9466,1.0,1,0.1025,99.4,99.4,4.17,-0.0622,0.351,0
0.7349,0.5736,0.6911,5,0.0429,279.5,357.3,5.45,0.1775,0.7948,0
0.6958,0.6958,0.7428,1,0.2597,297.4,297.4,3.25,0.1938,0.07,1
0.9407,0.8969,0.9777,2,0.3863,163.8,271.1,2.95,0.251,0.5864,1
0.9066,0.7894,0.8452,3,0.021,228.0,298.5,6.3,0.3088,0.8426,1
0.949,0.9256,0.8763,3,0.021,208.3,257.9,2.27,0.1796,0.7059,1
0.616,0.616,0.5668,1,0.0973,47.0,47.0,2.8,0.3732,0.2552,0
0.8067,0.6742,0.8124,3,0.0948,35.8,66.1,2.32,0.0418,0.0959,0
0.8703,0.687,0.9798,4,0.5855,69.3,182.5,5.41,0.185,0.4507,1
0.7817,0.45,0.7873,4,0.0206,301.7,442.6,1.14,0.1721,0.0856,0
0.8051,0.7904,0.7442,2,0.0071,69.4,248.7,0.89,0.089,0.8634,1
0.8614,0.7375,0.8592,4,0.0882,62.3,91.3,2.78,0.0027,0.0454,1
0.8754,0.8252,0.9331,3,0.0685,177.0,235.2,1.99,0.0863,0.2223,0
0.7287,0.5671,0.7116,3,0.0364,163.6,240.0,7.14,0.2224,0.5199,0
0.9364,0.9364,0.8867,1,0.0502,193.3,193.3,1.91,0.1976,0.1273,1
0.7698,0.4597,0.7632,5,0.3624,210.6,332.4,4.57,0.3408,0.0285,0
0.7572,0.5923,0.7665,2,0.2706,267.4,310.7,1.88,0.2581,0.7262,0
0.8042,0.6971,0.8159,3,0.5449,285.2,383.8,1.26,0.1975,0.2488,0
0.7799,0.5595,0.8644,4,0.6675,77.8,90.1,3.52,0.3187,0.2835,0
0.7722,0.5916,0.7209,5,1.0,25.6,182.4,1.95,-0.0201,0.535,0
0.8621,0.7066,0.8163,4,0.0141,236.2,376.2,0.97,0.2722,0.2344,0
0.7753,0.6921,0.7936,4,0.0424,32.5,74.3,4.63,0.1462,0.2146,0
0.923,0.8675,1.0,3,0.1462,117.4,161.1,1.75,0.0262,0.1199,0
0.8557,0.8277,0.8954,4,0.1515,153.0,262.6,3.12,-0.0122,0.2056,0
0.8441,0.6647,0.9133,3,0.4567,138.3,166.7,11.78,-0.2463,0.3229,1
0.8797,0.8797,0.8498,1,0.0238,77.0,77.0,0.79,0.0223,0.1417,0
0.8973,0.8378,0.9431,5,0.1549,250.4,328.3,7.76,0.0737,0.443,0
0.7949,0.494,0.829,3,0.0706,242.8,245.6,3.67,0.0874,0.7538,0
0.8284,0.8284,0.8216,1,0.3053,124.0,124.0,2.53,0.2067,0.2469,1
0.9146,0.8753,0.9357,2,0.2194,133.7,176.9,4.34,0.2334,0.136,1
0.9034,0.8661,0.9186,4,0.165,138.2,143.3,6.76,0.2874,0.2368,1
0.9872,0.9872,1.0,1,0.1508,298.3,298.3,0.27,-0.0312,0.0102,0
0.859,0.6514,0.926,4,0.1319,307.2,441.9,0.6,-0.1937,0.8581,0
0.7736,0.5965,0.8456,3,0.239,313.9,401.2,1.85,-0.074,0.1261,0
0.8287,0.6413,0.7171,5,0.183,81.7,259.6,3.81,-0.0521,0.6263,0
0.8465,0.7255,0.8614,3,0.3058,201.3,289.6,1.66,0.0366,0.0482,0
0.7989,0.7911,0.7585,2,0.0998,313.3,391.8,2.14,0.2254,0.5503,0
0.7478,0.5866,0.6765,5,0.0438,83.2,254.9,4.35,0.3178,0.3994,0
0.8785,0.7621,0.8843,5,0.0011,105.4,206.3,3.37,0.1721,0.1699,0
0.897,0.897,0.9991,1,0.116,234.0,234.0,0.98,0.236,0.0723,1
0.8634,0.7584,0.8516,4,0.1582,226.6,321.9,3.19,0.2433,0.5546,1
0.866,0.7159,0.8482,3,0.4794,90.1,228.1,0.88,0.0107,0.5892,1
0.7401,0.5578,0.7936,2,0.0265,200.1,306.0,1.17,0.0629,0.0714,0
0.8974,0.7616,0.8778,5,0.1408,290.8,321.4,9.86,0.0346,0.5501,0
0.9023,0.7808,0.8829,3,0.265,146.0,189.1,1.68,0.0563,0.6082,1
0.9086,0.7983,0.9354,4,0.066,164.8,199.0,3.01,0.1515,0.2976,0
0.8631,0.7619,0.9091,5,0.0083,279.2,305.3,3.59,0.2099,0.6682,0
0.8047,0.6766,0.7234,3,0.326,273.5,293.7,6.85,0.1607,0.5209,0
0.8164,0.5801,0.8256,4,0.0496,175.0,286.1,1.1,0.0434,0.3839,0
0.8083,0.5995,0.8019,5,0.3504,131.9,308.9,3.77,0.0333,0.5022,1
0.8816,0.8816,0.8458,1,0.0351,216.8,216.8,2.68,0.1649,0.0627,1
0.7513,0.5058,0.6798,5,0.1602,119.7,120.8,3.49,0.1052,0.2997,0
0.8065,0.6755,0.739,2,0.2613,250.6,353.3,5.23,0.1771,0.4021,1
0.6744,0.6744,0.6812,1,0.0828,208.2,208.2,7.69,0.0765,0.0275,0
0.7291,0.6089,0.6282,4,0.6069,237.6,405.8,2.42,0.2966,0.6113,0
0.8806,0.7849,0.8639,5,0.1092,79.5,135.0,0.61,0.0303,0.1568,0
0.7918,0.6167,0.7598,5,0.0239,153.0,161.8,2.71,0.1403,0.456,0
0.8272,0.7418,0.8293,4,0.6332,52.0,127.5,3.99,0.1456,0.5657,0
0.821,0.7142,0.7652,5,0.0666,138.5,178.8,2.82,-0.1862,0.5833,0
0.8338,0.6379,0.8484,4,0.1153,21.2,25.9,6.67,-0.1661,0.5181,1
0.8696,0.7919,0.8634,4,0.004,255.2,279.2,1.65,0.197,0.0083,1
0.8816,0.7462,0.9083,5,0.0697,69.2,209.2,1.47,0.018,0.4765,0
0.7727,0.6129,0.7628,3,0.3292,275.2,397.3,5.77,0.0941,0.1533,0
0.9332,0.8892,0.951,4,0.2077,204.2,238.8,2.24,0.1914,0.2922,0
0.8384,0.7261,0.9094,3,0.2794,185.0,261.9,1.22,-0.0102,0.403,1
0.8967,0.7945,0.9449,4,0.8037,138.0,288.8,1.25,0.2081,0.5517,1
0.7666,0.4916,0.7429,5,1.0,36.6,135.1,3.6,0.0159,0.0363,0
0.8056,0.7687,0.7174,4,0.1882,316.9,375.1,7.2,0.1651,0.4655,0
0.8502,0.7202,0.8735,5,0.1077,139.1,155.4,0.75,-0.1185,0.2051,0
0.8866,0.7493,0.9673,4,0.1916,274.5,332.2,6.26,0.1044,0.1269,1
0.8649,0.8021,0.8784,3,0.0023,150.8,229.4,2.9,0.173,0.6741,1
0.6621,0.6503,0.7212,2,0.2993,266.6,278.0,0.72,0.1095,0.5267,0
0.9176,0.8326,0.9244,4,0.4215,179.6,320.8,2.05,0.3337,0.172,1
0.7943,0.7268,0.6929,3,0.1481,261.5,291.5,3.82,0.1597,0.0371,0
0.8387,0.8219,0.7678,3,0.3602,56.4,157.0,1.03,0.3208,0.8557,1
0.9226,0.9226,0.883,1,0.1837,289.8,289.8,1.04,0.035,0.1064,0
0.7907,0.7312,0.803,2,0.3154,215.5,293.3,2.52,0.2111,0.1113,0
0.7966,0.6148,0.843,4,0.1073,225.4,263.2,1.64,0.1504,0.4864,0
0.7518,0.4786,0.718,3,0.0333,199.8,259.6,1.03,0.2077,0.7257,0
0.7651,0.7651,0.8601,1,0.2243,27.1,27.1,0.45,0.088,0.7696,1
0.7518,0.6633,0.8421,3,0.0435,97.0,164.6,2.5,0.0185,0.8049,1
0.9106,0.9106,0.9077,1,0.1102,229.2,229.2,2.57,0.1686,0.4773,1
0.8965,0.8377,0.9599,5,0.0493,61.5,125.7,2.23,0.1985,0.4901,0
0.9218,0.9144,1.0,2,0.3707,129.0,246.8,3.99,-0.0273,0.8244,1
0.7999,0.6989,0.8597,5,0.0332,218.4,358.4,1.7,0.2565,0.0937,0
0.9209,0.9209,0.9469,1,0.0778,160.5,160.5,5.8,0.1384,0.121,1
0.8822,0.7454,0.899,4,0.2712,86.8,196.5,4.9,0.2816,0.7125,1
0.772,0.6646,0.7605,3,0.0673,216.6,266.0,1.28,0.2408,0.6491,0
0.9351,0.9079,0.8652,2,0.5107,81.1,227.5,1.79,0.2233,0.219,1
0.9398,0.9398,1.0,1,0.0463,77.9,77.9,6.85,0.1858,0.4336,1
0.7665,0.7604,0.7429,2,0.2759,35.0,196.8,0.95,0.1499,0.147,0
0.7609,0.6125,0.7753,3,0.0555,286.8,429.2,6.24,-0.0163,0.2876,0
0.8464,0.7864,0.909,2,0.0219,100.5,168.4,1.83,0.0729,0.4731,0
0.8159,0.7697,0.8034,3,0.0943,55.9,82.0,0.98,0.0882,0.4763,0
0.7416,0.6121,0.7215,3,0.4443,135.5,304.0,5.37,0.0039,0.5936,0
0.9028,0.8356,0.9308,4,0.2423,267.5,415.6,3.83,0.1046,0.0522,0
0.7379,0.6771,0.8541,2,0.0521,251.0,395.4,0.98,0.2094,0.3145,0
0.7785,0.5523,0.8777,5,0.0483,252.8,316.6,1.44,0.236,0.3116,0
0.7833,0.4812,0.8465,4,0.0239,27.5,174.8,2.02,-0.0116,0.6756,0
0.9242,0.8684,0.9712,4,0.0724,31.7,61.0,2.55,-0.1269,0.9703,1
0.7808,0.5419,0.7734,3,1.0,122.1,270.1,1.97,0.0635,0.3365,1
0.7914,0.7914,0.8277,1,0.155,247.2,247.2,0.12,-0.0174,0.4597,0
0.8096,0.7025,0.7778,2,0.1814,208.3,338.2,1.61,0.0608,0.1044,0
0.8567,0.7537,0.758,4,0.1955,295.9,472.6,4.19,0.0971,0.2241,0
0.934,0.9171,1.0,2,0.0428,214.2,376.8,1.16,0.0336,0.3253,0
0.7255,0.5738,0.6313,5,0.1214,73.0,179.4,3.08,0.0928,0.0655,0
0.8682,0.8682,0.8803,1,0.0534,266.5,266.5,3.57,0.0774,0.4881,1
0.8369,0.7832,0.7422,3,0.1762,51.3,65.0,1.22,0.0311,0.1291,0
0.8826,0.7495,0.9096,4,0.0788,22.5,196.2,0.7,0.1274,0.0118,0
0.8446,0.7935,0.7874,4,0.5401,221.0,227.6,10.56,0.1391,0.0093,1
0.815,0.815,0.81,1,0.0139,175.0,175.0,4.12,0.1091,0.136,1
0.8195,0.8195,0.7756,1,0.5374,238.9,238.9,7.11,0.0196,0.451,0
0.9007,0.8671,0.8723,3,0.4517,204.0,329.2,4.7,0.0781,0.5102,0
0.9808,0.9764,0.9994,2,0.2954,37.0,106.4,4.18,0.3052,0.0646,1
0.803,0.6651,0.8566,5,0.4451,293.1,389.4,4.51,0.185,0.2011,1
0.8385,0.6884,0.7725,4,0.0127,259.6,345.3,5.32,0.0777,0.4435,0
0.7754,0.6254,0.6702,5,0.1514,291.3,328.0,4.63,-0.1554,0.4914,0
0.8683,0.8683,0.7399,1,0.0843,35.1,35.1,8.04,0.2408,0.2784,1
0.942,0.942,0.9789,1,0.0024,20.0,20.0,5.94,0.0649,0.1416,1
0.8991,0.8991,0.8353,1,0.3364,271.7,271.7,1.83,0.1709,0.1289,0
0.9497,0.9497,0.9418,1,0.0972,227.9,227.9,4.81,0.0255,0.0052,0
0.9286,0.9286,0.8998,1,0.1306,236.0,236.0,6.37,-0.1125,0.8839,1
0.8393,0.7558,0.8263,5,0.1278,304.4,479.8,3.6,0.2085,0.3198,0
0.9819,0.9819,1.0,1,0.0932,44.5,44.5,1.35,0.0939,0.6802,1
0.9128,0.8453,0.912,5,0.0798,221.9,279.3,6.1,0.0852,0.1091,1
0.7426,0.5828,0.7346,3,0.0604,256.9,418.8,1.97,0.1212,0.2801,0
0.7695,0.5871,0.6801,4,0.1558,91.9,93.5,1.26,-0.0365,0.1758,0
0.838,0.744,0.8846,3,0.005,188.2,313.7,0.76,0.2956,0.169,0
0.864,0.7468,0.8465,4,0.3012,151.0,163.5,2.03,0.241,0.4796,0
0.7927,0.6019,0.7555,4,0.0323,34.1,50.5,5.2,0.2852,0.2001,0
0.7616,0.7616,0.6507,1,0.6714,34.9,34.9,1.71,0.01,0.352,1
0.6966,0.5786,0.6832,4,0.1356,216.5,330.4,3.17,0.1933,0.5148,1
0.8193,0.7575,0.7789,3,0.3771,261.9,376.2,4.03,0.0861,0.4547,0
0.8296,0.7705,0.677,3,0.0472,262.5,386.6,2.24,0.178,0.1423,0
0.8129,0.6691,0.8129,4,0.0661,161.9,271.3,3.51,0.0812,0.2091,0
0.871,0.7547,0.811,2,0.1804,129.9,153.8,1.42,-0.1097,0.1849,0
0.8589,0.7496,0.8615,5,0.2732,115.7,274.9,1.34,0.0886,0.4261,0
0.6968,0.6053,0.7508,3,0.1454,258.2,396.7,4.41,0.041,0.0138,0
0.7543,0.5855,0.7033,5,0.0063,245.4,371.3,3.96,0.057,0.201,0
0.6466,0.6106,0.735,2,0.2945,217.1,372.6,1.58,0.304,0.5095,0
0.8745,0.8647,0.9055,3,0.2293,228.2,256.3,1.31,0.0834,0.6126,1
0.8205,0.7871,0.8059,2,0.0136,215.7,229.2,4.11,0.2174,0.0417,0
0.8288,0.8219,0.7437,2,0.0105,131.5,263.3,1.26,0.2829,0.3119,0
0.8867,0.8629,0.8438,3,0.1289,208.0,330.4,3.67,0.073,0.2442,0
0.8982,0.7846,0.9117,3,0.0633,27.4,53.6,0.79,0.2078,0.2662,1
0.745,0.6568,0.6422,3,0.0386,138.1,268.0,0.69,0.2206,0.1781,0
0.8472,0.6652,0.814,3,0.1303,34.5,128.8,3.98,0.0806,0.1918,1
0.8667,0.7444,0.8581,3,0.7347,137.2,203.1,3.77,0.3149,0.4011,1
0.8378,0.8378,0.7803,1,0.2526,317.7,317.7,0.77,0.0142,0.512,0
0.9177,0.8842,0.8762,3,0.0443,236.0,387.3,2.08,-0.0922,0.1541,0
0.78,0.7617,0.8231,2,0.0421,52.8,72.9,3.11,0.196,0.0328,0
0.8325,0.5576,0.7948,5,0.1947,64.3,120.4,4.9,-0.0318,0.6091,0
0.7948,0.5129,0.7817,5,0.0564,238.1,393.9,1.47,0.0983,0.0903,0
0.8397,0.777,0.8006,4,0.1773,215.7,307.7,1.29,0.2145,0.1552,0
0.8895,0.8563,0.8479,4,0.0078,134.7,144.0,1.5,0.0313,0.0361,1
0.9704,0.9652,0.853,2,0.1428,105.8,107.2,6.75,0.0326,0.2729,1
0.8996,0.8643,0.886,2,0.2996,221.9,370.6,3.18,0.2571,0.5201,1
0.6791,0.5149,0.6324,4,0.0292,222.4,292.0,2.95,0.0731,0.1517,0
0.8225,0.6794,0.8311,5,0.5634,176.4,303.7,0.71,0.2283,0.0545,0
0.8534,0.8534,0.9257,1,0.131,161.2,161.2,8.86,0.1287,0.009,1
0.6583,0.6583,0.7069,1,0.0359,19.0,19.0,1.32,0.1161,0.6483,0
0.9098,0.8768,0.9715,4,0.4352,217.0,265.6,0.99,0.084,0.7617,1
0.9479,0.9479,0.9352,1,0.8129,128.9,128.9,5.14,0.1265,0.3009,1
0.8271,0.6961,0.9384,4,0.0754,299.3,345.5,1.74,0.0301,0.4214,0
0.8215,0.6536,0.7353,5,0.0914,128.5,244.8,4.32,0.096,0.1245,0
0.8927,0.8567,0.9908,5,0.0258,163.7,305.3,1.95,0.3239,0.4192,1
0.8069,0.6366,0.8288,3,0.0265,33.2,109.9,8.77,0.34,0.2917,1
0.9147,0.9147,0.8754,1,0.0597,100.5,100.5,2.47,0.091,0.5952,1
0.8385,0.8191,0.8013,5,0.1598,277.0,280.8,1.88,0.1338,0.3704,0
0.9525,0.9525,0.9487,1,0.3451,141.7,141.7,1.02,-0.1026,0.2661,1
0.8398,0.6089,0.8239,4,0.0201,31.9,136.5,2.52,0.0996,0.6219,0
0.7312,0.6796,0.7243,2,0.061,187.5,264.9,2.46,0.1779,0.3983,0
0.9221,0.9175,0.9637,2,0.0308,204.5,356.3,1.22,0.1115,0.3633,0
0.8446,0.7307,0.8135,3,0.2631,109.8,264.8,1.42,0.3856,0.7016,1
0.7303,0.45,0.7892,3,0.0431,90.8,184.9,3.23,0.1439,0.434,0
0.7927,0.7927,0.8354,1,0.3904,64.1,64.1,9.2,-0.0284,0.0202,1
0.7604,0.5733,0.7947,3,0.2225,214.9,347.9,4.51,0.2246,0.5871,0
0.7929,0.6772,0.7658,5,0.0713,77.2,138.5,0.9,0.0436,0.0551,0
0.8046,0.6562,0.848,5,0.0243,53.1,145.6,7.49,0.0854,0.0174,0
0.8757,0.8592,0.89,2,0.373,173.8,299.1,1.18,0.0615,0.1222,0
0.8268,0.7084,0.8702,5,0.7367,215.0,364.1,5.75,0.2642,0.3613,0
0.8891,0.8891,0.8636,1,0.1141,91.7,91.7,4.47,0.1222,0.0076,1
0.8235,0.731,0.8368,3,0.3092,126.7,217.6,3.64,-0.0674,0.3345,0
0.778,0.5523,0.7278,4,0.4097,120.3,154.0,3.24,0.1051,0.5818,0
0.8653,0.7117,0.9254,5,0.0344,187.9,323.9,4.62,0.2994,0.3178,0
0.8011,0.6426,0.8683,5,0.002,204.9,241.5,2.86,0.1696,0.4771,0
0.8304,0.6598,0.8489,5,0.1614,170.2,268.5,10.69,0.17,0.1068,0
0.9526,0.9383,1.0,3,0.1853,134.3,189.6,7.44,0.2324,0.1551,1
0.8157,0.6728,0.7827,5,0.0706,109.5,275.1,4.26,0.2476,0.7501,0
0.8905,0.7525,0.9209,4,0.0706,167.3,284.8,1.25,0.1502,0.0262,0
0.9287,0.9287,0.9232,1,0.0024,72.1,72.1,4.91,0.3138,0.4838,1
0.8474,0.734,0.8902,3,0.3083,39.0,208.0,2.21,0.226,0.2935,1
0.9561,0.9561,0.9414,1,0.1801,206.9,206.9,3.33,0.0194,0.1695,1
0.8412,0.8136,0.9255,2,0.0687,140.2,247.8,1.15,0.0307,0.2533,0
0.7706,0.6031,0.754,3,0.0064,83.7,246.1,3.0,0.114,0.5213,0
0.9108,0.9046,0.9414,2,0.1207,78.0,170.4,1.65,0.0734,0.2385,0
0.9071,0.9064,0.859,2,0.155,266.2,406.1,6.49,0.1974,0.0411,1
0.8653,0.68,0.7812,4,0.2144,22.2,33.2,1.24,0.1553,0.0876,0
0.8672,0.6085,0.8368,5,0.0583,239.4,261.5,5.95,0.0672,0.2409,0
0.9442,0.9027,0.9568,2,0.1055,187.2,300.3,5.23,0.2856,0.1826,1
0.7852,0.5993,0.7978,5,0.1491,249.3,339.8,1.22,0.1166,0.0576,0
0.6977,0.5971,0.5937,3,0.0574,146.8,289.1,1.95,0.0887,0.0647,0
0.7117,0.5526,0.6799,3,0.0358,268.4,273.4,7.31,0.2161,0.0103,0
0.8292,0.7453,0.8759,5,0.5363,100.2,145.5,3.04,0.2388,0.0788,0
0.7746,0.7436,0.8882,2,0.0567,168.4,282.7,1.09,-0.0028,0.8479,0
0.8936,0.8116,0.8485,3,0.0778,241.0,360.1,1.6,0.2081,0.1588,0
0.7884,0.45,0.8589,4,0.2943,159.3,314.6,2.41,0.3493,0.6,0
0.9307,0.9307,0.8654,1,0.214,132.6,132.6,3.2,0.0965,0.0701,1
0.7975,0.7951,0.7286,2,0.1132,160.8,255.5,1.8,0.1479,0.0587,0
0.8183,0.8183,0.9047,1,0.0793,143.9,143.9,3.47,0.1434,0.1829,0
0.9275,0.8538,0.9644,3,0.3992,32.7,158.7,4.33,0.2326,0.2704,0
0.8219,0.8219,0.9333,1,0.3312,123.5,123.5,0.77,0.075,0.2597,1
0.8923,0.8837,0.9931,2,0.3033,212.5,339.9,2.35,0.2507,0.1955,1
0.7807,0.6798,0.6872,2,0.4121,47.0,178.4,1.02,0.1291,0.577,1
0.8338,0.7066,0.8995,5,0.1136,185.5,239.5,11.06,0.196,0.4621,0
0.887,0.8074,0.7899,3,0.2164,245.7,329.9,1.85,0.0061,0.4038,0
0.7661,0.6786,0.7591,2,0.3072,63.6,221.4,3.58,0.0184,0.346,0
0.8069,0.6809,0.7994,5,0.0123,148.9,276.6,1.36,0.217,0.245,0
0.8534,0.8534,0.8992,1,0.0447,99.7,99.7,1.5,0.2786,0.4615,0
0.7995,0.7995,0.9246,1,0.2797,150.8,150.8,2.7,0.1706,0.1182,1
0.8647,0.788,0.8127,4,0.1649,269.3,447.7,3.77,0.2728,0.1711,0
0.7909,0.7576,0.8778,2,0.0286,15.4,61.4,4.26,0.3131,0.289,1
0.7061,0.5972,0.6982,2,0.0329,220.6,323.5,2.12,0.3307,0.4906,0
0.8957,0.7594,0.8532,4,0.1964,280.8,292.5,6.15,-0.1299,0.5718,0
0.9162,0.8216,0.8945,5,0.2782,32.6,56.7,6.2,0.0156,0.3374,1
0.9005,0.8812,0.8699,3,0.0134,26.7,129.2,2.75,0.2597,0.4836,1
0.7176,0.6452,0.7462,5,0.1471,101.8,192.6,2.83,0.1603,0.118,0
0.9215,0.8685,0.9944,2,0.2294,242.7,419.0,6.61,-0.0168,0.0156,0
0.7784,0.5229,0.7845,3,0.6987,101.2,148.1,1.41,0.119,0.2132,0
0.978,0.978,0.9482,1,0.5667,214.8,214.8,0.56,0.2919,0.0741,1
0.8038,0.5665,0.7572,3,0.0131,38.6,128.2,1.19,-0.2183,0.0696,0
0.7751,0.4663,0.7943,5,0.014,151.2,158.9,1.39,0.073,0.721,0
0.7919,0.6371,0.8711,4,0.2736,85.6,152.6,11.3,0.0115,0.071,1
0.768,0.768,0.8228,2,0.2603,244.7,362.2,7.59,-0.0258,0.3941,1
0.8127,0.7184,0.8276,3,0.2879,170.2,199.7,1.29,0.1024,0.329,0
0.9515,0.9515,0.8793,1,0.0336,198.0,198.0,4.22,0.0086,0.1309,1
0.8802,0.8124,0.8828,2,0.6117,263.6,429.3,1.61,0.0615,0.1518,0
0.821,0.821,0.889,1,0.2487,22.5,22.5,1.31,-0.033,0.224,0
0.8528,0.643,0.9175,4,0.1277,130.9,277.5,5.96,0.224,0.2251,1
0.8583,0.8583,0.803,1,0.0084,117.7,117.7,6.47,0.168,0.4405,1
0.7769,0.5266,0.8182,4,0.0332,311.3,403.2,3.02,0.1267,0.456,0
0.8121,0.5877,0.895,4,0.1026,152.2,221.3,2.74,0.1058,0.0961,0
0.9412,0.9412,1.0,1,0.0186,165.1,165.1,1.9,0.165,0.6912,1
0.8147,0.7361,0.7792,3,0.1148,240.0,370.7,4.94,0.091,0.2736,0
0.8863,0.7166,0.9377,4,0.0555,298.8,462.8,0.79,0.171,0.2278,0
0.8418,0.7577,0.8805,2,0.09,24.4,158.4,1.34,-0.0351,0.6176,1
0.7739,0.7739,0.898,1,0.2502,198.1,198.1,8.21,0.0294,0.6814,1
0.9075,0.9075,0.8331,1,0.0229,16.9,16.9,1.98,0.3645,0.6437,1
0.8219,0.6622,0.8261,5,0.2129,136.6,214.0,1.66,-0.0556,0.477,0
0.8803,0.7741,0.9608,2,0.2183,293.0,392.3,2.41,0.1006,0.8167,1
0.783,0.6988,0.733,5,0.1758,61.8,195.1,4.92,0.0656,0.0926,0
0.8574,0.7685,0.9427,2,0.2776,77.5,90.2,1.02,0.0727,0.1317,0
0.8352,0.7539,0.9005,3,0.0343,299.5,436.0,1.78,0.4256,0.3776,0
0.9484,0.8967,0.9225,4,0.2053,161.9,303.6,3.77,0.1761,0.594,1
0.7221,0.619,0.7041,5,0.0329,237.9,373.3,5.04,0.0013,0.5861,0
0.7898,0.6327,0.7879,4,0.2557,193.8,333.8,5.06,0.1067,0.293,0
0.8699,0.8006,0.8422,4,0.3096,259.3,333.2,3.21,0.2067,0.3115,0
0.8531,0.7787,0.8193,5,0.2205,154.9,331.6,0.43,0.0448,0.1713,0
0.8612,0.7852,0.8945,4,0.0509,40.1,84.8,9.22,0.1284,0.1492,0
0.8531,0.7218,0.7616,3,0.2838,180.4,334.5,2.15,0.1548,0.6183,1
0.8668,0.743,0.9522,2,0.1418,237.9,285.8,3.88,0.1702,0.1162,0
0.8636,0.8131,0.8581,3,0.0895,204.4,291.7,9.56,0.2798,0.1978,1
0.8361,0.5867,0.8047,5,0.0334,63.5,201.8,3.49,0.1032,0.5273,0
0.8505,0.8248,0.8897,2,0.0418,108.7,206.3,4.67,-0.1131,0.6441,1
0.7881,0.45,0.7974,5,0.3409,67.1,182.7,5.85,0.2101,0.2689,0
0.8515,0.7955,0.7564,2,0.068,240.4,394.4,6.69,0.1529,0.3106,0
0.896,0.8156,0.9354,3,0.0627,69.9,218.8,3.79,0.2149,0.0955,0
0.6879,0.5241,0.6848,4,0.0399,51.1,155.3,2.82,0.1415,0.8872,0
0.8913,0.8913,0.9347,1,0.0488,106.2,106.2,8.04,-0.1307,0.2243,1
0.7536,0.6996,0.7299,2,0.1119,31.5,103.9,5.79,0.2656,0.457,1
0.7763,0.702,0.8265,4,0.1074,273.6,411.3,4.22,0.0547,0.321,0
0.7585,0.6793,0.819,3,0.036,314.1,443.9,3.3,0.2785,0.8608,0
0.8995,0.8995,0.8871,1,0.0669,62.0,62.0,6.74,0.3746,0.4715,1
0.8662,0.8511,0.8927,3,0.0575,261.2,382.1,7.9,0.1834,0.4102,1
0.8818,0.8036,0.8304,3,0.0063,166.7,243.5,0.51,-0.1192,0.7945,0
0.896,0.87,0.8737,5,0.2789,105.0,121.7,0.17,0.1817,0.5788,1
0.89,0.89,0.8956,1,0.5965,78.0,78.0,4.57,0.2171,0.386,1
0.8294,0.6469,0.8106,4,0.2446,74.6,97.9,2.56,0.2676,0.2711,1
0.9431,0.9431,0.9929,1,0.5209,91.6,91.6,1.58,0.2486,0.4173,1
0.6749,0.6749,0.6819,1,0.0239,230.7,230.7,3.64,-0.1348,0.3418,0
0.7151,0.6652,0.7258,3,0.7192,86.8,252.2,2.4,0.2274,0.517,0
0.7845,0.5093,0.7664,4,0.0059,111.1,179.6,1.01,-0.1029,0.0317,0
0.9492,0.8885,0.9763,3,0.5055,257.2,349.5,2.2,0.2323,0.5721,1
0.9381,0.8811,0.9953,2,0.0699,292.3,412.1,4.9,0.1627,0.2145,1
0.9054,0.878,0.9773,2,0.0407,145.6,283.7,0.69,-0.0899,0.1692,1
0.7675,0.613,0.7624,5,0.4988,269.6,344.6,1.44,0.1513,0.5952,0
0.9237,0.893,0.9063,3,0.1979,57.0,216.7,2.1,0.095,0.1373,1
0.7691,0.5777,0.7149,4,0.1165,77.7,131.6,4.47,0.2429,0.195,0
0.9318,0.8393,0.8937,3,0.1518,95.9,128.1,2.93,0.007,0.3367,1
0.8802,0.8337,0.8327,4,0.1567,256.7,401.8,3.46,0.0752,0.3011,0
0.8569,0.8309,0.8154,3,0.0163,97.9,130.0,5.2,0.003,0.8034,1
0.6559,0.6559,0.5386,1,0.4424,301.9,301.9,4.11,0.1597,0.4197,0
0.8861,0.8577,0.8714,2,0.0168,241.5,411.8,1.56,0.3174,0.246,0
0.8091,0.7419,0.8323,4,0.6014,162.4,253.8,1.96,0.0521,0.5268,1
0.9677,0.9677,1.0,1,0.3072,241.1,241.1,5.76,-0.0768,0.364,1
0.7955,0.7955,0.7781,1,0.4475,187.6,187.6,4.82,-0.0397,0.5843,1
